comp0_c0_seq1	ofav0
comp44578_c1_seq1	ofav44578
comp44579_c0_seq1	ofav44579
comp44581_c0_seq1	ofav44581
comp44582_c0_seq1	ofav44582
comp44583_c0_seq1	ofav44583
comp44586_c0_seq1	ofav44586
comp44590_c0_seq1	ofav44590
comp44590_c0_seq2	ofav44590
comp44592_c0_seq1	ofav44592
comp44594_c0_seq1	ofav44594
comp44597_c0_seq1	ofav44597
comp44599_c0_seq1	ofav44599
comp44599_c0_seq3	ofav44599
comp44600_c0_seq1	ofav44600
comp44601_c0_seq1	ofav44601
comp44601_c1_seq1	ofav44601
comp44602_c0_seq1	ofav44602
comp44604_c0_seq1	ofav44604
comp44609_c0_seq2	ofav44609
comp44610_c0_seq1	ofav44610
comp44612_c0_seq1	ofav44612
comp44613_c0_seq1	ofav44613
comp44615_c0_seq1	ofav44615
comp44622_c0_seq1	ofav44622
comp44622_c0_seq2	ofav44622
comp44623_c0_seq1	ofav44623
comp44627_c0_seq1	ofav44627
comp44627_c0_seq2	ofav44627
comp44627_c0_seq3	ofav44627
comp44627_c0_seq4	ofav44627
comp44628_c0_seq1	ofav44628
comp44629_c0_seq1	ofav44629
comp44631_c0_seq1	ofav44631
comp44632_c0_seq1	ofav44632
comp44634_c0_seq1	ofav44634
comp44635_c0_seq1	ofav44635
comp44636_c0_seq1	ofav44636
comp44636_c0_seq2	ofav44636
comp44636_c0_seq3	ofav44636
comp44637_c0_seq1	ofav44637
comp44637_c0_seq2	ofav44637
comp44638_c0_seq1	ofav44638
comp44643_c0_seq1	ofav44643
comp44643_c0_seq2	ofav44643
comp44644_c0_seq1	ofav44644
comp44646_c0_seq1	ofav44646
comp44647_c0_seq1	ofav44647
comp44647_c0_seq3	ofav44647
comp44647_c0_seq4	ofav44647
comp44647_c0_seq7	ofav44647
comp44652_c0_seq1	ofav44652
comp44652_c0_seq2	ofav44652
comp44652_c0_seq3	ofav44652
comp44652_c0_seq4	ofav44652
comp44653_c0_seq1	ofav44653
comp44653_c0_seq2	ofav44653
comp44653_c0_seq3	ofav44653
comp44653_c0_seq5	ofav44653
comp44654_c0_seq1	ofav44654
comp44654_c0_seq2	ofav44654
comp44654_c0_seq3	ofav44654
comp44654_c0_seq4	ofav44654
comp44655_c0_seq3	ofav44655
comp44655_c0_seq4	ofav44655
comp44655_c0_seq5	ofav44655
comp44656_c0_seq1	ofav44656
comp44656_c0_seq2	ofav44656
comp44656_c0_seq3	ofav44656
comp44656_c0_seq4	ofav44656
comp44658_c0_seq1	ofav44658
comp44658_c0_seq2	ofav44658
comp44661_c0_seq1	ofav44661
comp44662_c0_seq1	ofav44662
comp44666_c0_seq1	ofav44666
comp44670_c0_seq1	ofav44670
comp44672_c0_seq1	ofav44672
comp44672_c0_seq2	ofav44672
comp44674_c0_seq2	ofav44674
comp44675_c0_seq1	ofav44675
comp44677_c0_seq1	ofav44677
comp44678_c0_seq2	ofav44678
comp44680_c0_seq1	ofav44680
comp44680_c0_seq4	ofav44680
comp44680_c0_seq13	ofav44680
comp44685_c0_seq1	ofav44685
comp44687_c0_seq1	ofav44687
comp44689_c0_seq1	ofav44689
comp44689_c0_seq2	ofav44689
comp44691_c0_seq1	ofav44691
comp44693_c0_seq1	ofav44693
comp44693_c0_seq2	ofav44693
comp44694_c0_seq1	ofav44694
comp44694_c0_seq2	ofav44694
comp44695_c0_seq1	ofav44695
comp44697_c0_seq1	ofav44697
comp44700_c0_seq1	ofav44700
comp44702_c0_seq1	ofav44702
comp44702_c0_seq2	ofav44702
comp44703_c0_seq1	ofav44703
comp44704_c0_seq2	ofav44704
comp44704_c0_seq3	ofav44704
comp44705_c0_seq1	ofav44705
comp44706_c0_seq1	ofav44706
comp44706_c0_seq2	ofav44706
comp44707_c0_seq1	ofav44707
comp44708_c0_seq1	ofav44708
comp44709_c0_seq1	ofav44709
comp44710_c0_seq2	ofav44710
comp44713_c0_seq1	ofav44713
comp44716_c0_seq1	ofav44716
comp44716_c0_seq2	ofav44716
comp44718_c0_seq1	ofav44718
comp44718_c0_seq5	ofav44718
comp44718_c0_seq6	ofav44718
comp44720_c0_seq1	ofav44720
comp44720_c0_seq2	ofav44720
comp44720_c0_seq3	ofav44720
comp44720_c0_seq4	ofav44720
comp44721_c0_seq1	ofav44721
comp44721_c0_seq2	ofav44721
comp44721_c0_seq3	ofav44721
comp44722_c0_seq1	ofav44722
comp44724_c0_seq1	ofav44724
comp44728_c0_seq1	ofav44728
comp44729_c0_seq1	ofav44729
comp44730_c0_seq1	ofav44730
comp44730_c0_seq2	ofav44730
comp44731_c0_seq1	ofav44731
comp44731_c0_seq2	ofav44731
comp44732_c0_seq1	ofav44732
comp44734_c0_seq1	ofav44734
comp44735_c0_seq2	ofav44735
comp44737_c0_seq1	ofav44737
comp44739_c0_seq1	ofav44739
comp44740_c0_seq1	ofav44740
comp44740_c0_seq3	ofav44740
comp44740_c0_seq8	ofav44740
comp44740_c0_seq10	ofav44740
comp44743_c0_seq1	ofav44743
comp44743_c0_seq2	ofav44743
comp44744_c0_seq1	ofav44744
comp44745_c0_seq1	ofav44745
comp44746_c0_seq3	ofav44746
comp44747_c0_seq1	ofav44747
comp44747_c0_seq2	ofav44747
comp44748_c0_seq1	ofav44748
comp44749_c0_seq1	ofav44749
comp44751_c0_seq1	ofav44751
comp44757_c0_seq1	ofav44757
comp44758_c0_seq1	ofav44758
comp44758_c0_seq2	ofav44758
comp44759_c0_seq1	ofav44759
comp44762_c0_seq1	ofav44762
comp44765_c0_seq1	ofav44765
comp44766_c0_seq1	ofav44766
comp44767_c0_seq1	ofav44767
comp44768_c0_seq1	ofav44768
comp44769_c0_seq1	ofav44769
comp44769_c0_seq2	ofav44769
comp44769_c0_seq3	ofav44769
comp44774_c0_seq1	ofav44774
comp44777_c0_seq1	ofav44777
comp44778_c0_seq1	ofav44778
comp44778_c0_seq2	ofav44778
comp44778_c0_seq3	ofav44778
comp44778_c0_seq4	ofav44778
comp44780_c0_seq1	ofav44780
comp44782_c0_seq1	ofav44782
comp44782_c0_seq2	ofav44782
comp44782_c0_seq3	ofav44782
comp44783_c0_seq1	ofav44783
comp44785_c0_seq1	ofav44785
comp44787_c0_seq1	ofav44787
comp44788_c0_seq1	ofav44788
comp44788_c0_seq2	ofav44788
comp44789_c0_seq1	ofav44789
comp44789_c0_seq2	ofav44789
comp44790_c0_seq1	ofav44790
comp44791_c0_seq1	ofav44791
comp44791_c0_seq2	ofav44791
comp44791_c0_seq3	ofav44791
comp44792_c0_seq2	ofav44792
comp44792_c0_seq3	ofav44792
comp44792_c0_seq5	ofav44792
comp44792_c0_seq6	ofav44792
comp44792_c0_seq7	ofav44792
comp44792_c0_seq8	ofav44792
comp44793_c0_seq4	ofav44793
comp44794_c0_seq1	ofav44794
comp44794_c0_seq2	ofav44794
comp44795_c0_seq1	ofav44795
comp44795_c0_seq2	ofav44795
comp44796_c0_seq3	ofav44796
comp44798_c0_seq1	ofav44798
comp44798_c0_seq2	ofav44798
comp44798_c0_seq3	ofav44798
comp44800_c0_seq1	ofav44800
comp44802_c0_seq1	ofav44802
comp44802_c0_seq2	ofav44802
comp44804_c0_seq1	ofav44804
comp44805_c0_seq1	ofav44805
comp44806_c0_seq1	ofav44806
comp44807_c0_seq1	ofav44807
comp44807_c0_seq2	ofav44807
comp44808_c0_seq1	ofav44808
comp44815_c0_seq2	ofav44815
comp44815_c0_seq3	ofav44815
comp44816_c0_seq2	ofav44816
comp44817_c0_seq1	ofav44817
comp44817_c0_seq2	ofav44817
comp44817_c0_seq3	ofav44817
comp44818_c0_seq1	ofav44818
comp44818_c0_seq2	ofav44818
comp44819_c0_seq1	ofav44819
comp44821_c0_seq3	ofav44821
comp44821_c0_seq4	ofav44821
comp44822_c0_seq1	ofav44822
comp44823_c0_seq1	ofav44823
comp44824_c0_seq2	ofav44824
comp44824_c0_seq4	ofav44824
comp44828_c0_seq1	ofav44828
comp44830_c0_seq1	ofav44830
comp44831_c0_seq2	ofav44831
comp44831_c0_seq6	ofav44831
comp44831_c0_seq7	ofav44831
comp44831_c0_seq10	ofav44831
comp44832_c0_seq1	ofav44832
comp44832_c0_seq2	ofav44832
comp44834_c0_seq1	ofav44834
comp44834_c0_seq2	ofav44834
comp44834_c0_seq3	ofav44834
comp44835_c0_seq1	ofav44835
comp44838_c0_seq2	ofav44838
comp44838_c0_seq3	ofav44838
comp44838_c0_seq4	ofav44838
comp44840_c0_seq1	ofav44840
comp44841_c0_seq1	ofav44841
comp44843_c0_seq1	ofav44843
comp44844_c0_seq1	ofav44844
comp44844_c0_seq2	ofav44844
comp44849_c0_seq1	ofav44849
comp44850_c0_seq1	ofav44850
comp44851_c0_seq1	ofav44851
comp44851_c0_seq2	ofav44851
comp44852_c0_seq1	ofav44852
comp44854_c0_seq1	ofav44854
comp44854_c0_seq2	ofav44854
comp44857_c0_seq1	ofav44857
comp44857_c0_seq2	ofav44857
comp44857_c0_seq3	ofav44857
comp44859_c0_seq1	ofav44859
comp44860_c0_seq1	ofav44860
comp44862_c0_seq1	ofav44862
comp44862_c0_seq2	ofav44862
comp44862_c0_seq3	ofav44862
comp44862_c0_seq4	ofav44862
comp44863_c0_seq1	ofav44863
comp44864_c0_seq1	ofav44864
comp44867_c0_seq1	ofav44867
comp44867_c0_seq2	ofav44867
comp44867_c0_seq4	ofav44867
comp44867_c0_seq6	ofav44867
comp44867_c0_seq7	ofav44867
comp44867_c0_seq10	ofav44867
comp44867_c0_seq11	ofav44867
comp44867_c0_seq12	ofav44867
comp44867_c0_seq13	ofav44867
comp44868_c0_seq1	ofav44868
comp44868_c0_seq2	ofav44868
comp44869_c0_seq1	ofav44869
comp44869_c0_seq4	ofav44869
comp44871_c0_seq2	ofav44871
comp44873_c0_seq1	ofav44873
comp44874_c0_seq1	ofav44874
comp44875_c0_seq2	ofav44875
comp44877_c0_seq1	ofav44877
comp44878_c0_seq1	ofav44878
comp44879_c0_seq1	ofav44879
comp44880_c0_seq1	ofav44880
comp44881_c0_seq1	ofav44881
comp44882_c0_seq1	ofav44882
comp44883_c0_seq1	ofav44883
comp44884_c0_seq1	ofav44884
comp44884_c0_seq2	ofav44884
comp44885_c0_seq1	ofav44885
comp44886_c0_seq1	ofav44886
comp44886_c0_seq2	ofav44886
comp44887_c0_seq2	ofav44887
comp44890_c0_seq1	ofav44890
comp44891_c0_seq1	ofav44891
comp44892_c0_seq1	ofav44892
comp44894_c0_seq1	ofav44894
comp44894_c0_seq2	ofav44894
comp44894_c0_seq3	ofav44894
comp44897_c0_seq5	ofav44897
comp44897_c0_seq7	ofav44897
comp44899_c0_seq1	ofav44899
comp44901_c0_seq1	ofav44901
comp44903_c0_seq1	ofav44903
comp44907_c0_seq1	ofav44907
comp44909_c0_seq1	ofav44909
comp44909_c0_seq2	ofav44909
comp44910_c0_seq1	ofav44910
comp44912_c0_seq1	ofav44912
comp44913_c0_seq1	ofav44913
comp44913_c0_seq2	ofav44913
comp44914_c0_seq1	ofav44914
comp44915_c0_seq1	ofav44915
comp44915_c0_seq2	ofav44915
comp44915_c0_seq4	ofav44915
comp44915_c0_seq10	ofav44915
comp44916_c0_seq1	ofav44916
comp44917_c0_seq1	ofav44917
comp44917_c0_seq2	ofav44917
comp44918_c0_seq1	ofav44918
comp44918_c0_seq2	ofav44918
comp44918_c0_seq3	ofav44918
comp44919_c0_seq1	ofav44919
comp44919_c0_seq2	ofav44919
comp44919_c0_seq6	ofav44919
comp44920_c0_seq1	ofav44920
comp44923_c0_seq1	ofav44923
comp44924_c0_seq1	ofav44924
comp44924_c0_seq2	ofav44924
comp44927_c0_seq2	ofav44927
comp44927_c0_seq3	ofav44927
comp44927_c0_seq4	ofav44927
comp44927_c0_seq5	ofav44927
comp44927_c0_seq6	ofav44927
comp44927_c0_seq7	ofav44927
comp44927_c0_seq8	ofav44927
comp44927_c0_seq9	ofav44927
comp44927_c0_seq10	ofav44927
comp44929_c0_seq1	ofav44929
comp44931_c0_seq1	ofav44931
comp44933_c0_seq1	ofav44933
comp44933_c0_seq2	ofav44933
comp44933_c0_seq3	ofav44933
comp44934_c0_seq2	ofav44934
comp44934_c0_seq3	ofav44934
comp44935_c0_seq1	ofav44935
comp44936_c0_seq1	ofav44936
comp44937_c0_seq1	ofav44937
comp44938_c0_seq1	ofav44938
comp44942_c0_seq1	ofav44942
comp44943_c0_seq2	ofav44943
comp44943_c0_seq3	ofav44943
comp44943_c0_seq4	ofav44943
comp44943_c0_seq6	ofav44943
comp44943_c0_seq7	ofav44943
comp44943_c0_seq8	ofav44943
comp44943_c0_seq9	ofav44943
comp44943_c0_seq10	ofav44943
comp44943_c0_seq13	ofav44943
comp44943_c0_seq14	ofav44943
comp44943_c0_seq16	ofav44943
comp44943_c0_seq17	ofav44943
comp44944_c0_seq1	ofav44944
comp44944_c0_seq2	ofav44944
comp44944_c0_seq3	ofav44944
comp44945_c0_seq1	ofav44945
comp44946_c0_seq1	ofav44946
comp44948_c0_seq1	ofav44948
comp44948_c0_seq2	ofav44948
comp44949_c0_seq1	ofav44949
comp44949_c0_seq2	ofav44949
comp44950_c0_seq1	ofav44950
comp44953_c0_seq3	ofav44953
comp44953_c0_seq4	ofav44953
comp44953_c0_seq6	ofav44953
comp44953_c0_seq7	ofav44953
comp44953_c0_seq8	ofav44953
comp44953_c0_seq9	ofav44953
comp44953_c0_seq10	ofav44953
comp44953_c0_seq11	ofav44953
comp44953_c0_seq13	ofav44953
comp44953_c0_seq14	ofav44953
comp44953_c0_seq15	ofav44953
comp44953_c0_seq16	ofav44953
comp44953_c0_seq17	ofav44953
comp44953_c0_seq18	ofav44953
comp44953_c0_seq19	ofav44953
comp44953_c0_seq20	ofav44953
comp44953_c0_seq22	ofav44953
comp44953_c0_seq23	ofav44953
comp44953_c0_seq24	ofav44953
comp44953_c0_seq25	ofav44953
comp44953_c0_seq26	ofav44953
comp44953_c0_seq27	ofav44953
comp44953_c0_seq28	ofav44953
comp44953_c0_seq30	ofav44953
comp44953_c0_seq31	ofav44953
comp44953_c0_seq32	ofav44953
comp44953_c0_seq33	ofav44953
comp44953_c0_seq35	ofav44953
comp44953_c0_seq36	ofav44953
comp44953_c0_seq37	ofav44953
comp44953_c0_seq40	ofav44953
comp44953_c0_seq41	ofav44953
comp44953_c0_seq42	ofav44953
comp44953_c0_seq44	ofav44953
comp44953_c0_seq45	ofav44953
comp44954_c0_seq1	ofav44954
comp44954_c0_seq2	ofav44954
comp44955_c0_seq1	ofav44955
comp44956_c0_seq1	ofav44956
comp44956_c0_seq2	ofav44956
comp44957_c0_seq1	ofav44957
comp44957_c0_seq2	ofav44957
comp44957_c0_seq3	ofav44957
comp44959_c0_seq2	ofav44959
comp44959_c0_seq3	ofav44959
comp44960_c0_seq1	ofav44960
comp44961_c0_seq1	ofav44961
comp44962_c0_seq1	ofav44962
comp44962_c0_seq2	ofav44962
comp44962_c0_seq3	ofav44962
comp44962_c0_seq4	ofav44962
comp44968_c0_seq1	ofav44968
comp44969_c0_seq1	ofav44969
comp44970_c0_seq1	ofav44970
comp44971_c0_seq1	ofav44971
comp44971_c0_seq3	ofav44971
comp44972_c0_seq1	ofav44972
comp44972_c0_seq2	ofav44972
comp44972_c0_seq4	ofav44972
comp44972_c0_seq5	ofav44972
comp44975_c0_seq1	ofav44975
comp44976_c0_seq1	ofav44976
comp44978_c0_seq1	ofav44978
comp44981_c0_seq1	ofav44981
comp44983_c0_seq1	ofav44983
comp44984_c0_seq1	ofav44984
comp44985_c0_seq1	ofav44985
comp44985_c0_seq2	ofav44985
comp44985_c0_seq3	ofav44985
comp44985_c0_seq4	ofav44985
comp44985_c0_seq5	ofav44985
comp44985_c0_seq6	ofav44985
comp44985_c0_seq8	ofav44985
comp44985_c0_seq9	ofav44985
comp44985_c0_seq10	ofav44985
comp44985_c0_seq11	ofav44985
comp44985_c0_seq12	ofav44985
comp44985_c0_seq13	ofav44985
comp44985_c1_seq1	ofav44985
comp44986_c0_seq2	ofav44986
comp44986_c0_seq3	ofav44986
comp44988_c0_seq1	ofav44988
comp44988_c0_seq2	ofav44988
comp44988_c0_seq3	ofav44988
comp44988_c0_seq4	ofav44988
comp44989_c0_seq1	ofav44989
comp44990_c0_seq1	ofav44990
comp44991_c0_seq1	ofav44991
comp44991_c0_seq3	ofav44991
comp44991_c0_seq4	ofav44991
comp44992_c0_seq1	ofav44992
comp44992_c0_seq2	ofav44992
comp44994_c0_seq1	ofav44994
comp44996_c0_seq1	ofav44996
comp44997_c0_seq1	ofav44997
comp44998_c0_seq1	ofav44998
comp44998_c0_seq2	ofav44998
comp44998_c1_seq1	ofav44998
comp44999_c0_seq1	ofav44999
comp45001_c0_seq1	ofav45001
comp45002_c0_seq1	ofav45002
comp45004_c0_seq1	ofav45004
comp45004_c0_seq2	ofav45004
comp45006_c0_seq1	ofav45006
comp45009_c0_seq1	ofav45009
comp45011_c0_seq1	ofav45011
comp45011_c0_seq2	ofav45011
comp45013_c0_seq1	ofav45013
comp45013_c0_seq2	ofav45013
comp45014_c0_seq1	ofav45014
comp45017_c0_seq3	ofav45017
comp45019_c0_seq1	ofav45019
comp45020_c0_seq1	ofav45020
comp45020_c0_seq2	ofav45020
comp45020_c0_seq3	ofav45020
comp45021_c0_seq1	ofav45021
comp45023_c0_seq1	ofav45023
comp45023_c0_seq2	ofav45023
comp45024_c0_seq1	ofav45024
comp45029_c0_seq1	ofav45029
comp45029_c0_seq2	ofav45029
comp45030_c0_seq1	ofav45030
comp45030_c0_seq2	ofav45030
comp45030_c0_seq3	ofav45030
comp45030_c0_seq5	ofav45030
comp45030_c0_seq6	ofav45030
comp45030_c0_seq7	ofav45030
comp45030_c0_seq8	ofav45030
comp45030_c0_seq9	ofav45030
comp45030_c0_seq10	ofav45030
comp45030_c0_seq11	ofav45030
comp45030_c0_seq12	ofav45030
comp45030_c0_seq13	ofav45030
comp45030_c0_seq14	ofav45030
comp45030_c0_seq15	ofav45030
comp45030_c0_seq16	ofav45030
comp45030_c0_seq17	ofav45030
comp45030_c0_seq18	ofav45030
comp45030_c0_seq19	ofav45030
comp45030_c0_seq20	ofav45030
comp45031_c0_seq1	ofav45031
comp45032_c0_seq1	ofav45032
comp45032_c0_seq3	ofav45032
comp45032_c0_seq4	ofav45032
comp45033_c1_seq1	ofav45033
comp45033_c1_seq2	ofav45033
comp45033_c1_seq3	ofav45033
comp45033_c1_seq4	ofav45033
comp45035_c0_seq1	ofav45035
comp45036_c0_seq1	ofav45036
comp45036_c0_seq2	ofav45036
comp45036_c0_seq3	ofav45036
comp45038_c0_seq1	ofav45038
comp45039_c0_seq1	ofav45039
comp45039_c0_seq2	ofav45039
comp45041_c0_seq1	ofav45041
comp45041_c0_seq2	ofav45041
comp45046_c0_seq2	ofav45046
comp45046_c0_seq3	ofav45046
comp45047_c0_seq1	ofav45047
comp45049_c0_seq3	ofav45049
comp45049_c0_seq4	ofav45049
comp45049_c0_seq5	ofav45049
comp45050_c0_seq1	ofav45050
comp45053_c0_seq3	ofav45053
comp45055_c0_seq1	ofav45055
comp45056_c0_seq1	ofav45056
comp45056_c0_seq2	ofav45056
comp45057_c0_seq3	ofav45057
comp45058_c0_seq1	ofav45058
comp45058_c0_seq2	ofav45058
comp45058_c0_seq3	ofav45058
comp45058_c0_seq4	ofav45058
comp45058_c0_seq5	ofav45058
comp45058_c0_seq6	ofav45058
comp45058_c0_seq7	ofav45058
comp45058_c0_seq8	ofav45058
comp45058_c0_seq9	ofav45058
comp45059_c0_seq1	ofav45059
comp45059_c0_seq2	ofav45059
comp45059_c0_seq4	ofav45059
comp45061_c0_seq4	ofav45061
comp45062_c0_seq1	ofav45062
comp45066_c0_seq1	ofav45066
comp45066_c0_seq2	ofav45066
comp45068_c0_seq1	ofav45068
comp45069_c0_seq1	ofav45069
comp45070_c0_seq1	ofav45070
comp45071_c0_seq1	ofav45071
comp45072_c0_seq1	ofav45072
comp45073_c0_seq1	ofav45073
comp45075_c0_seq1	ofav45075
comp45075_c0_seq2	ofav45075
comp45076_c0_seq1	ofav45076
comp45076_c0_seq2	ofav45076
comp45078_c1_seq1	ofav45078
comp45079_c0_seq1	ofav45079
comp45080_c0_seq1	ofav45080
comp45085_c0_seq1	ofav45085
comp45086_c0_seq1	ofav45086
comp45087_c0_seq3	ofav45087
comp45088_c0_seq1	ofav45088
comp45088_c0_seq2	ofav45088
comp45089_c0_seq1	ofav45089
comp45092_c0_seq1	ofav45092
comp45092_c0_seq2	ofav45092
comp45092_c0_seq3	ofav45092
comp45092_c0_seq4	ofav45092
comp45093_c0_seq1	ofav45093
comp45095_c0_seq1	ofav45095
comp45097_c0_seq1	ofav45097
comp45098_c0_seq1	ofav45098
comp45099_c0_seq1	ofav45099
comp45099_c0_seq2	ofav45099
comp45099_c0_seq3	ofav45099
comp45100_c0_seq1	ofav45100
comp45103_c0_seq1	ofav45103
comp45105_c0_seq1	ofav45105
comp45107_c0_seq1	ofav45107
comp45107_c0_seq2	ofav45107
comp45108_c0_seq1	ofav45108
comp45109_c0_seq1	ofav45109
comp45110_c0_seq1	ofav45110
comp45111_c0_seq1	ofav45111
comp45114_c0_seq1	ofav45114
comp45115_c0_seq1	ofav45115
comp45116_c0_seq1	ofav45116
comp45116_c0_seq2	ofav45116
comp45117_c0_seq1	ofav45117
comp45118_c0_seq1	ofav45118
comp45118_c0_seq2	ofav45118
comp45118_c0_seq3	ofav45118
comp45118_c0_seq4	ofav45118
comp45118_c0_seq5	ofav45118
comp45119_c0_seq1	ofav45119
comp45120_c0_seq2	ofav45120
comp45121_c0_seq1	ofav45121
comp45123_c0_seq1	ofav45123
comp45123_c0_seq3	ofav45123
comp45124_c0_seq1	ofav45124
comp45124_c0_seq2	ofav45124
comp45124_c0_seq3	ofav45124
comp45124_c0_seq4	ofav45124
comp45124_c0_seq5	ofav45124
comp45124_c0_seq6	ofav45124
comp45124_c0_seq7	ofav45124
comp45124_c0_seq8	ofav45124
comp45124_c0_seq9	ofav45124
comp45124_c0_seq10	ofav45124
comp45124_c0_seq12	ofav45124
comp45124_c0_seq13	ofav45124
comp45124_c0_seq14	ofav45124
comp45124_c0_seq15	ofav45124
comp45124_c0_seq16	ofav45124
comp45124_c0_seq17	ofav45124
comp45124_c0_seq18	ofav45124
comp45124_c0_seq19	ofav45124
comp45124_c0_seq20	ofav45124
comp45124_c0_seq21	ofav45124
comp45124_c0_seq22	ofav45124
comp45124_c0_seq23	ofav45124
comp45124_c0_seq24	ofav45124
comp45124_c0_seq25	ofav45124
comp45124_c0_seq26	ofav45124
comp45124_c0_seq27	ofav45124
comp45124_c0_seq28	ofav45124
comp45124_c0_seq29	ofav45124
comp45125_c0_seq1	ofav45125
comp45125_c0_seq2	ofav45125
comp45125_c0_seq3	ofav45125
comp45125_c0_seq4	ofav45125
comp45125_c0_seq6	ofav45125
comp45125_c0_seq7	ofav45125
comp45125_c0_seq9	ofav45125
comp45125_c0_seq10	ofav45125
comp45125_c0_seq11	ofav45125
comp45127_c0_seq1	ofav45127
comp45127_c0_seq2	ofav45127
comp45127_c0_seq3	ofav45127
comp45127_c0_seq4	ofav45127
comp45127_c0_seq5	ofav45127
comp45127_c0_seq6	ofav45127
comp45127_c0_seq7	ofav45127
comp45127_c0_seq8	ofav45127
comp45127_c0_seq9	ofav45127
comp45127_c0_seq10	ofav45127
comp45127_c0_seq11	ofav45127
comp45127_c0_seq12	ofav45127
comp45127_c0_seq13	ofav45127
comp45127_c0_seq14	ofav45127
comp45127_c0_seq15	ofav45127
comp45127_c0_seq16	ofav45127
comp45130_c0_seq1	ofav45130
comp45132_c0_seq2	ofav45132
comp45132_c0_seq3	ofav45132
comp45133_c0_seq1	ofav45133
comp45134_c0_seq3	ofav45134
comp45135_c0_seq1	ofav45135
comp45135_c0_seq2	ofav45135
comp45139_c0_seq1	ofav45139
comp45139_c0_seq2	ofav45139
comp45140_c0_seq1	ofav45140
comp45141_c0_seq1	ofav45141
comp45141_c0_seq2	ofav45141
comp45142_c0_seq1	ofav45142
comp45146_c0_seq2	ofav45146
comp45147_c0_seq1	ofav45147
comp45147_c0_seq2	ofav45147
comp45147_c0_seq3	ofav45147
comp45148_c0_seq1	ofav45148
comp45148_c0_seq2	ofav45148
comp45148_c0_seq3	ofav45148
comp45148_c0_seq4	ofav45148
comp45148_c0_seq5	ofav45148
comp45148_c0_seq6	ofav45148
comp45148_c0_seq7	ofav45148
comp45148_c0_seq8	ofav45148
comp45148_c0_seq9	ofav45148
comp45148_c0_seq10	ofav45148
comp45148_c0_seq11	ofav45148
comp45148_c0_seq12	ofav45148
comp45148_c0_seq13	ofav45148
comp45148_c0_seq14	ofav45148
comp45148_c0_seq15	ofav45148
comp45148_c0_seq16	ofav45148
comp45148_c0_seq17	ofav45148
comp45148_c0_seq18	ofav45148
comp45148_c0_seq19	ofav45148
comp45148_c0_seq20	ofav45148
comp45149_c0_seq1	ofav45149
comp45149_c0_seq2	ofav45149
comp45151_c0_seq1	ofav45151
comp45153_c0_seq1	ofav45153
comp45154_c0_seq1	ofav45154
comp45155_c0_seq1	ofav45155
comp45156_c0_seq1	ofav45156
comp45158_c0_seq1	ofav45158
comp45158_c0_seq2	ofav45158
comp45160_c0_seq1	ofav45160
comp45161_c0_seq1	ofav45161
comp45162_c0_seq1	ofav45162
comp45165_c0_seq1	ofav45165
comp45166_c0_seq1	ofav45166
comp45166_c0_seq2	ofav45166
comp45167_c0_seq1	ofav45167
comp45168_c0_seq1	ofav45168
comp45169_c0_seq1	ofav45169
comp45173_c0_seq1	ofav45173
comp45174_c0_seq1	ofav45174
comp45176_c0_seq1	ofav45176
comp45177_c0_seq1	ofav45177
comp45177_c0_seq2	ofav45177
comp45177_c0_seq3	ofav45177
comp45177_c0_seq4	ofav45177
comp45182_c0_seq1	ofav45182
comp45183_c1_seq3	ofav45183
comp45185_c0_seq1	ofav45185
comp45185_c0_seq3	ofav45185
comp45188_c0_seq1	ofav45188
comp45189_c0_seq1	ofav45189
comp45189_c0_seq2	ofav45189
comp45193_c0_seq2	ofav45193
comp45194_c0_seq1	ofav45194
comp45195_c0_seq1	ofav45195
comp45197_c0_seq1	ofav45197
comp45197_c0_seq2	ofav45197
comp45197_c0_seq3	ofav45197
comp45197_c0_seq4	ofav45197
comp45197_c0_seq5	ofav45197
comp45197_c0_seq6	ofav45197
comp45197_c0_seq8	ofav45197
comp45197_c0_seq9	ofav45197
comp45197_c0_seq10	ofav45197
comp45197_c0_seq11	ofav45197
comp45197_c0_seq12	ofav45197
comp45197_c0_seq13	ofav45197
comp45197_c0_seq14	ofav45197
comp45197_c0_seq15	ofav45197
comp45197_c0_seq16	ofav45197
comp45198_c0_seq1	ofav45198
comp45199_c0_seq1	ofav45199
comp45203_c0_seq1	ofav45203
comp45203_c0_seq2	ofav45203
comp45203_c0_seq3	ofav45203
comp45203_c0_seq4	ofav45203
comp45203_c0_seq5	ofav45203
comp45203_c0_seq6	ofav45203
comp45204_c0_seq1	ofav45204
comp45204_c0_seq2	ofav45204
comp45207_c0_seq1	ofav45207
comp45207_c0_seq2	ofav45207
comp45207_c0_seq3	ofav45207
comp45207_c0_seq4	ofav45207
comp45207_c0_seq5	ofav45207
comp45207_c0_seq6	ofav45207
comp45207_c0_seq7	ofav45207
comp45207_c0_seq8	ofav45207
comp45207_c0_seq9	ofav45207
comp45207_c0_seq10	ofav45207
comp45207_c0_seq11	ofav45207
comp45207_c0_seq12	ofav45207
comp45207_c0_seq13	ofav45207
comp45210_c0_seq1	ofav45210
comp45212_c0_seq1	ofav45212
comp45212_c0_seq2	ofav45212
comp45212_c0_seq3	ofav45212
comp45212_c0_seq4	ofav45212
comp45212_c0_seq5	ofav45212
comp45213_c0_seq1	ofav45213
